Rk,Player,Age,Team,Pos,G,MP,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,OWS,DWS,WS,WS/48,BPM,VORP,PER,Salary
174,A.J. Green,23,MIL,SG,35,9.9,1.3,0.6,0.2,0,0.3,0.9,4.4,121,115,0.5,0.3,0.8,0.111,-0.9,0.1,11.5,20690909
284,A.J. Lawson,22,2TM,SG,15,7.2,1.4,0.1,0.1,0,0.2,0.7,3.7,112,118,0.1,0.1,0.1,0.063,-4.4,-0.1,13.9,1968175
169,Aaron Gordon,27,DEN,PF,68,30.2,6.6,3,0.8,0.8,1.4,1.9,16.3,124,115,4.6,2.2,6.8,0.158,2.1,2.1,19.5,3804360
213,Aaron Holiday,26,ATL,PG,63,13.4,1.2,1.4,0.6,0.2,0.6,1.3,3.9,110,117,0.3,0.6,0.9,0.053,-2,0,9.4,1563518
358,Aaron Nesmith,23,IND,SF,73,24.9,3.8,1.3,0.8,0.5,1,3.2,10.1,111,119,0.9,1.1,2,0.052,-3,-0.4,10.5,877940
512,Aaron Wiggins,24,OKC,SG,70,18.5,3,1.1,0.6,0.2,0.8,1.6,6.8,119,116,1.4,1.2,2.6,0.097,-2.1,0,12.2,508891
433,Admiral Schofield,25,ORL,PF,37,12.2,1.7,0.8,0.2,0.1,0.4,1.6,4.2,120,117,0.5,0.3,0.8,0.089,-2.9,-0.1,10.1,3536160
182,AJ Griffin,19,ATL,SF,72,19.5,2.1,1,0.6,0.2,0.6,1.2,8.9,116,119,1.3,0.9,2.2,0.075,-0.8,0.4,12.6,371432
217,Al Horford,36,BOS,C,63,30.5,6.2,3,0.5,1,0.6,1.9,9.8,133,112,3.6,2.7,6.3,0.157,3.3,2.5,13.8,26500000
72,Alec Burks,31,DET,SG,51,22,3.1,2.2,0.7,0.2,1.1,1.9,12.8,120,119,1.9,0.6,2.5,0.109,1.2,0.9,16.5,10012800
387,Aleksej Pokusevski,21,OKC,PF,34,20.6,4.7,1.9,0.6,1.3,1.3,1.7,8.1,105,112,0,1,1,0.066,0,0.3,13.4,3261480
86,Alex Caruso,28,CHI,PG,67,23.5,2.9,2.9,1.5,0.7,1.1,2.4,5.6,115,109,1,2.6,3.6,0.109,1.1,1.2,11.5,9030000
287,Alex Len,29,SAC,C,26,6.2,2.3,0.5,0.2,0.4,0.6,1.1,1.7,109,112,0.1,0.2,0.3,0.085,-4,-0.1,12.8,3918600
242,Alize Johnson,26,SAS,PF,4,7.5,2.5,0.3,0.3,0,1,0.8,1.8,74,117,-0.1,0,-0.1,-0.099,-9.1,-0.1,4.3,192293
515,Alondes Williams,23,BRK,SG,1,5,1,0,0,0,2,1,0,0,117,-0.1,0,-0.1,-0.517,-26.5,0,-20.9,254446
437,Alperen ?engün,20,HOU,C,75,28.9,9,3.9,0.9,0.9,2.6,3.4,14.8,118,117,3.4,1.8,5.2,0.115,1.4,1.9,19.7,3375360
95,Amir Coffey,25,LAC,SF,50,12.5,1.1,1.1,0.1,0.1,0.4,1,3.4,108,120,0.1,0.3,0.4,0.033,-5,-0.5,7,3395062
133,Andre Drummond,29,CHI,C,67,12.7,6.6,0.5,0.7,0.4,1.1,1.7,6,113,103,0.8,2,2.8,0.159,-0.8,0.3,20.8,3200000
227,Andre Iguodala,39,GSW,PF,8,14.1,2.1,2.4,0.5,0.4,1.1,1.4,2.1,102,114,0,0.1,0.1,0.044,-2.5,0,7.3,2905851
357,Andrew Nembhard,23,IND,SG,75,27.6,2.7,4.5,0.9,0.2,1.7,2.4,9.5,108,120,0.4,0.8,1.2,0.029,-3.2,-0.6,10,2244111
513,Andrew Wiggins,27,GSW,SF,37,32.2,5,2.3,1.2,0.8,1.3,2.9,17.1,113,114,1,1.3,2.3,0.091,-0.5,0.5,14.7,33616770
447,Anfernee Simons,23,POR,SG,62,35,2.6,4.1,0.7,0.2,2.1,2.3,21.1,113,123,2.1,0.3,2.5,0.054,-1.1,0.5,14.8,22321429
110,Anthony Davis,29,LAL,C,56,34,12.5,2.6,1.1,2,2.2,2.6,25.9,124,108,5.5,3.4,9,0.226,6.3,4,27.8,37980720
140,Anthony Edwards,21,MIN,SG,79,36,5.8,4.4,1.6,0.7,3.3,2.4,24.6,106,113,0.2,3.6,3.8,0.064,1,2.1,17.4,10733400
165,Anthony Gill,30,WAS,PF,59,10.6,1.7,0.6,0.1,0.2,0.3,1.2,3.3,127,119,1,0.4,1.3,0.101,-3.3,-0.2,11.1,1836090
279,Anthony Lamb,25,GSW,SF,62,19.3,3.5,1.5,0.5,0.3,0.9,2.2,6.7,119,115,1.2,1.2,2.4,0.096,-1.1,0.3,10.9,694878
406,Austin Reaves,24,LAL,SG,64,28.8,3,3.4,0.5,0.3,1.5,1.7,13,129,117,4.1,1.4,5.4,0.142,0.7,1.2,14.9,1563518
414,Austin Rivers,30,MIN,SG,52,19.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,115,117,0.5,0.8,1.3,0.061,-2.8,-0.2,7.4,2905851
128,Ayo Dosunmu,23,CHI,SG,80,26.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,109,115,0.7,2.2,2.9,0.067,-2.5,-0.2,10.2,1563518
3,Bam Adebayo,25,MIA,C,75,34.6,9.2,3.2,1.2,0.8,2.5,2.8,20.4,115,111,3.6,3.8,7.4,0.137,1.5,2.3,20.1,30351780
444,Ben Simmons,26,BRK,PG,42,26.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,110,110,0.5,1.7,2.2,0.097,0.4,0.7,13.4,35448672
314,Bennedict Mathurin,20,IND,SG,78,28.5,4.1,1.5,0.6,0.2,1.9,2.1,16.7,109,121,1,0.8,1.8,0.038,-3.7,-1,13.1,6586800
43,Bismack Biyombo,30,PHO,C,61,14.3,4.3,0.9,0.3,1.4,0.8,1.9,4.3,109,108,0.2,1.6,1.9,0.102,-0.9,0.2,14.4,2905851
183,Blake Griffin,33,BOS,C,41,13.9,3.8,1.5,0.3,0.2,0.5,1.8,4.1,127,111,1,0.8,1.8,0.153,0.1,0.3,13.1,2905851
506,Blake Wesley,19,SAS,SG,37,18.1,2.2,2.6,0.7,0.1,1.8,1.8,5,80,120,-1.9,0.3,-1.6,-0.114,-9.6,-1.3,3.5,2385480
306,Boban Marjanovi?,34,HOU,C,31,5.5,1.9,0.3,0.2,0.1,0.5,0.3,3.3,127,117,0.4,0.1,0.6,0.158,1.6,0.2,23.4,4101478
392,Bobby Portis,27,MIL,PF,70,26,9.6,1.5,0.4,0.2,1.2,1.6,14.1,117,110,2.5,2.8,5.3,0.139,0.7,1.2,17.8,10843350
45,Bogdan Bogdanovi?,30,ATL,SG,54,27.9,3.1,2.8,0.8,0.3,1.2,1.6,14,117,118,1.8,1,2.8,0.088,0.5,0.9,14.2,18000000
46,Bojan Bogdanovi?,33,DET,PF,59,32.1,3.8,2.6,0.6,0.1,2.3,1.9,21.6,118,122,3.1,0.4,3.5,0.09,0.8,1.4,17.4,19550000
47,Bol Bol,23,ORL,PF,70,21.5,5.8,1,0.4,1.2,1.6,1.3,9.1,106,111,0,2.2,2.3,0.072,-0.9,0.4,14.4,2200000
225,Bones Hyland,22,2TM,PG,56,19.4,2.4,3.1,0.7,0.3,1.5,1.7,11.8,107,115,0.3,1.1,1.4,0.062,-0.8,0.3,14.9,2201520
35,Bradley Beal,29,WAS,SG,50,33.5,3.9,5.4,0.9,0.7,2.9,2.1,23.2,114,117,2.2,1.2,3.4,0.099,1.8,1.6,19.7,43279250
92,Brandon Clarke,26,MEM,PF,56,19.5,5.5,1.3,0.6,0.7,1,2.3,10,131,109,2.7,1.8,4.5,0.199,2.5,1.3,20,4343919
229,Brandon Ingram,25,NOP,SF,45,34.2,5.5,5.8,0.7,0.4,3.3,2.6,24.7,112,114,1.8,1.7,3.5,0.108,1.7,1.5,19.2,31650600
266,Braxton Key,25,DET,SF,3,3,0.3,0,0,0,0,0,1.3,227,124,0,0,0,0.242,2.9,0,18.6,201802
297,Brook Lopez,34,MIL,C,78,30.4,6.7,1.3,0.5,2.5,1.4,2.6,15.9,122,109,4.1,3.9,8,0.161,2.1,2.5,18.4,13906976
62,Bruce Brown,26,DEN,SF,80,28.5,4.1,3.4,1.1,0.6,1.5,2.4,11.5,113,114,1.7,2.6,4.3,0.09,-0.5,0.9,13.3,6479000
145,Bruno Fernando,24,2TM,C,39,10.4,3.5,0.8,0.2,0.9,0.6,1.9,3.9,118,115,0.5,0.4,0.9,0.109,-2,0,16.6,2717391
326,Bryce McGowens,20,CHO,SG,46,17.1,2,1.2,0.3,0.1,0.9,1,5.3,100,119,-0.4,0.4,0.1,0.005,-6,-0.8,7.2,1461055
149,Bryn Forbes,29,MIN,SG,25,10.7,0.6,0.7,0.3,0.1,0.5,0.9,3.6,99,118,-0.2,0.2,0,0,-6.3,-0.3,6.2,2298385
44,Buddy Boeheim,23,DET,SF,10,9,0.6,0.4,0.2,0,0,0.6,1.6,77,123,-0.2,0,-0.2,-0.091,-9.5,-0.2,0.5,508891
209,Buddy Hield,30,IND,SF,80,31,5,2.8,1.2,0.3,1.7,2,16.8,115,118,2.7,1.6,4.4,0.085,1.9,2.4,15.4,21177750
106,Cade Cunningham,21,DET,PG,12,33.3,6.2,6,0.8,0.6,3.3,2.8,19.9,100,119,-0.4,0.2,-0.1,-0.018,-0.7,0.1,14,10552800
220,Caleb Houstan,20,ORL,SF,51,15.9,1.9,0.6,0.2,0.1,0.4,1.2,3.8,108,118,0.1,0.5,0.7,0.039,-4,-0.4,6.2,2000000
309,Caleb Martin,27,MIA,SF,71,29.3,4.8,1.6,1,0.4,1.1,2,9.6,113,113,1.2,2.5,3.7,0.086,-1.2,0.4,11.4,6479000
407,Cam Reddish,23,2TM,SF,40,24.8,2.2,1.4,1,0.4,1.2,1.8,9.7,109,118,0.3,0.7,0.9,0.046,-3.4,-0.4,10.6,5954454
470,Cam Thomas,21,BRK,SG,57,16.6,1.7,1.4,0.4,0.1,1.1,1,10.6,108,118,0.3,0.7,1,0.049,-2.7,-0.2,14.7,2138160
243,Cameron Johnson,26,2TM,PF,42,28.5,4.4,1.9,1.2,0.3,0.9,2,15.5,122,114,2.1,1.4,3.5,0.142,2.6,1.4,17.1,5887899
381,Cameron Payne,28,PHO,PG,48,20.2,2.2,4.5,0.7,0.2,1.7,1.8,10.3,106,115,0,1,1.1,0.053,-1.2,0.2,13.2,6000000
290,Caris LeVert,28,CLE,SG,74,30.2,3.8,3.9,1,0.3,1.6,2.3,12.1,111,112,1.4,3.1,4.4,0.095,-0.2,1,12.4,18796296
250,Carlik Jones,25,CHI,PG,7,8,0.7,0.9,0.3,0,0.3,0.3,2.9,112,115,0,0.1,0.1,0.078,-2.5,0,11.1,612162
378,Cedi Osman,27,CLE,SF,77,20.1,2.3,1.5,0.5,0.1,0.7,1.6,8.7,115,113,1.4,1.9,3.3,0.103,-0.7,0.5,12,7426088
31,Charles Bassey,22,SAS,C,35,14.5,5.5,1.4,0.5,0.9,1.2,2.1,5.7,120,114,0.7,0.6,1.3,0.122,0.7,0.3,18.8,2674742
341,Chima Moneke,27,SAC,SF,2,4,1,0.5,0,0,1,1,1,72,124,0,0,0,-0.288,-20.7,0,-3.5,500000
331,Chimezie Metu,25,SAC,PF,66,10.4,3,0.6,0.3,0.3,0.5,1.2,4.9,124,113,1.2,0.8,2.1,0.143,-0.1,0.3,17.3,1910860
51,Chris Boucher,30,TOR,PF,76,20,5.5,0.4,0.6,0.8,0.5,1.9,9.4,125,112,3,2,5,0.156,-0.1,0.7,18,12690000
134,Chris Duarte,25,IND,SF,46,19.5,2.5,1.4,0.5,0.2,0.9,1.4,7.9,101,120,-0.5,0.4,0,-0.003,-4.5,-0.6,8.6,3936960
380,Chris Paul,37,PHO,PG,59,32,4.3,8.9,1.5,0.4,1.9,2.1,13.9,122,112,3.7,2.5,6.2,0.156,3.2,2.5,17.7,28400000
443,Chris Silva,26,DAL,PF,1,3,0,0,0,0,1,2,2,66,123,0,0,0,-0.26,-22.6,0,-2.2,211045
57,Christian Braun,21,DEN,SG,76,15.5,2.4,0.8,0.5,0.2,0.5,1.3,4.7,114,115,0.7,1.2,1.9,0.079,-2.4,-0.1,10.3,2808600
272,Christian Koloko,22,TOR,C,58,13.8,2.9,0.5,0.4,1,0.3,2.2,3.1,119,113,0.7,1,1.7,0.104,-3.5,-0.3,11.4,1500000
531,Christian Wood,27,DAL,C,67,25.9,7.3,1.8,0.4,1.1,1.8,2.5,16.6,116,113,2.7,2.1,4.8,0.132,1.7,1.6,20.6,14317459
370,Chuma Okeke,24,ORL,SF,27,19.2,3.6,1.4,0.7,0.4,0.6,1.5,4.7,107,114,0,0.6,0.7,0.061,-1.6,0.1,9.1,3433320
320,CJ McCollum,31,NOP,PG,75,35.3,4.4,5.7,0.9,0.5,2.4,2,20.9,110,115,1.5,2.8,4.3,0.078,0.8,1.9,15.6,33333333
81,Clint Capela,28,ATL,C,65,26.6,11,0.9,0.7,1.2,0.8,2.1,12,136,112,4.9,2.4,7.2,0.201,2.2,1.8,22.1,18206896
508,Coby White,22,CHI,SG,74,23.4,2.9,2.8,0.7,0.1,1,1.6,9.7,113,114,1.2,1.9,3.1,0.087,-0.8,0.5,12.5,7413955
310,Cody Martin,27,CHO,SF,7,19.1,3.4,1.6,0.6,0.1,0.3,1.9,5,108,117,0,0.1,0.1,0.045,-4.6,-0.1,8.7,7000000
538,Cody Zeller,30,MIA,C,15,14.5,4.3,0.7,0.2,0.3,0.9,2.2,6.5,124,114,0.4,0.3,0.7,0.147,-2.8,0,16.4,743922
13,Cole Anthony,22,ORL,PG,60,25.9,4.8,3.9,0.6,0.5,1.5,2.6,13,117,115,2.1,1.7,3.7,0.116,1.3,1.3,16,3613680
463,Cole Swider,23,LAL,SF,7,5.9,1,0.6,0,0,0,0.4,1.3,124,118,0,0,0.1,0.08,-3.4,0,7.4,508891
438,Collin Sexton,24,UTA,PG,48,23.9,2.2,2.9,0.6,0.1,1.8,2.3,14.3,119,120,2,0.5,2.5,0.105,-1.3,0.2,15.9,16700000
268,Corey Kispert,23,WAS,SF,74,28.3,2.8,1.2,0.4,0.1,0.7,1.3,11.1,124,120,2.9,0.9,3.8,0.088,-1.5,0.2,11.5,3552840
258,Cory Joseph,31,DET,PG,62,19.8,1.7,3.5,0.5,0.1,0.9,1.4,6.9,119,122,1.5,0.3,1.8,0.07,-1.5,0.2,12.1,5155500
426,D'Angelo Russell,26,2TM,PG,71,32.5,3,6.2,1,0.4,2.6,2,17.8,116,116,3.1,1.9,5.1,0.106,1.5,2,16.3,1563518
361,Daishen Nix,20,HOU,PG,57,16,1.7,2.3,0.5,0.1,1.5,1,4,88,121,-1.5,0.3,-1.2,-0.062,-6.5,-1,5.3,1563518
25,Dalano Banton,23,TOR,PG,31,9,1.5,1.2,0.4,0.4,0.6,1.1,4.6,105,112,0,0.4,0.4,0.064,-0.5,0.1,14.9,3191400
468,Dalen Terry,20,CHI,SG,38,5.6,1,0.6,0.3,0.1,0.2,0.6,2.2,112,110,0.1,0.3,0.5,0.105,0,0.1,14.1,2298385
251,Damian Jones,27,2TM,C,41,11.6,3,0.4,0.2,0.5,0.6,1.3,3.5,128,115,0.7,0.5,1.2,0.119,-1.7,0,12.9,42492492
292,Damian Lillard,32,POR,PG,58,36.3,4.8,7.3,0.9,0.3,3.3,1.9,32.2,126,121,8.2,0.8,9,0.205,7.1,4.9,26.7,2133278
285,Damion Lee,30,PHO,SG,74,20.4,3,1.3,0.4,0.1,1.1,1.6,8.2,114,116,1.1,1.4,2.6,0.081,-1.7,0.1,10.7,31377750
156,Daniel Gafford,24,WAS,C,78,20.6,5.6,1.1,0.4,1.3,1.1,2.4,9,135,113,4.2,1.9,6.1,0.184,1,1.2,19.7,1930681
469,Daniel Theis,30,IND,C,7,15.6,3.1,1.3,0.3,0.9,0.4,1,7,108,118,0,0.1,0.1,0.046,-1.4,0,14.2,8694369
175,Danny Green,35,2TM,SG,11,12.5,1.3,0.5,0.5,0.3,0.9,1.5,5.5,103,111,0,0.2,0.2,0.059,-1.9,0,10.8,11710528
219,Danuel House Jr.,29,PHI,SF,56,14.4,1.7,0.8,0.3,0.2,0.5,1.2,4.8,115,116,0.6,0.7,1.3,0.075,-3,-0.2,9.4,4105000
430,Dario Šari?,28,2TM,C,57,14.1,3.6,1.3,0.4,0.1,1,1.7,6.4,113,113,0.7,1,1.7,0.099,-1.4,0.1,13.5,9240000
34,Darius Bazley,22,2TM,C,43,14.3,3.2,0.9,0.5,0.8,0.6,1,5.2,107,111,0.1,0.9,1,0.078,-1,0.2,13.1,4264628
114,Darius Days,23,HOU,SF,4,6.3,1.5,0.3,0,0.3,0,0.5,3.8,132,120,0.1,0,0.1,0.156,3.5,0,18.3,508891
157,Darius Garland,23,CLE,PG,69,35.5,2.7,7.8,1.2,0.1,2.9,2.1,21.6,118,113,4.5,3,7.6,0.148,2.4,2.7,18.8,8920794
135,David Duke Jr.,23,BRK,SG,23,9.9,1.3,0.9,0.4,0,0.8,1.3,3.7,96,116,-0.3,0.2,-0.1,-0.011,-7.3,-0.3,8.3,531283
420,David Roddy,21,MEM,PF,70,18,2.8,0.8,0.4,0.3,0.8,1.5,6.7,103,114,-0.3,1.4,1.1,0.043,-3.9,-0.6,8.8,2588640
337,Davion Mitchell,24,SAC,PG,80,18.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,111,119,0.7,0.8,1.5,0.05,-2.8,-0.3,9.4,4833600
38,D?vis Bert?ns,30,DAL,PF,45,10.9,1.2,0.5,0.2,0.2,0.2,1.2,4.6,120,118,0.6,0.3,0.9,0.09,-1.2,0.1,11.9,16000000
408,Davon Reed,27,2TM,SG,43,8,1.4,0.5,0.3,0.1,0.5,0.9,2.1,93,113,-0.4,0.4,0.1,0.008,-5.3,-0.3,6.2,1902133
440,Day'Ron Sharpe,21,BRK,C,48,11.5,4.2,0.8,0.3,0.7,0.9,1.9,4.7,118,111,0.8,0.8,1.6,0.139,-2.3,0,17.8,2109480
153,De'Aaron Fox,25,SAC,PG,73,33.4,4.2,6.1,1.1,0.3,2.5,2.4,25,119,117,5.5,1.8,7.4,0.146,2.5,2.7,21.8,30351780
224,De'Andre Hunter,25,ATL,SF,67,31.7,4.2,1.4,0.5,0.3,1.2,3,15.4,112,119,1.4,1.2,2.5,0.057,-3.3,-0.7,11.5,1930681
329,De'Anthony Melton,24,PHI,SG,77,27.9,4.1,2.6,1.6,0.5,1.3,2.5,10.1,111,111,1.1,3.1,4.2,0.095,0.9,1.6,12.7,30913750
490,Dean Wade,26,CLE,PF,44,20.3,3.4,0.8,0.6,0.5,0.4,2,4.7,113,110,0.4,1.4,1.8,0.097,-0.7,0.3,8.5,9835881
17,Deandre Ayton,24,PHO,C,67,30.4,10,1.7,0.6,0.8,1.8,2.8,18,119,111,3.3,3,6.2,0.147,0.9,1.5,19.9,10733758
257,DeAndre Jordan,34,DEN,C,39,15,5.2,0.9,0.3,0.6,1.2,1.8,5.1,116,111,0.5,0.9,1.4,0.112,-1.8,0,14.7,8250000
351,Dejounte Murray,26,ATL,SG,74,36.4,5.3,6.1,1.5,0.3,2.2,1.4,20.5,112,116,2.4,2.3,4.7,0.084,1,2.1,17,17071120
532,Delon Wright,30,WAS,PG,50,24.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4,127,112,2.1,1.6,3.7,0.146,3.4,1.7,16.3,7804878
117,DeMar DeRozan,33,CHI,SF,74,36.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,119,113,5.4,3.2,8.5,0.153,2,2.6,20.6,27300000
16,Deni Avdija,22,WAS,SF,76,26.6,6.4,2.8,0.9,0.4,1.6,2.8,9.2,106,114,0,2.3,2.3,0.054,-2.3,-0.1,11.2,4916160
434,Dennis Schröder,29,LAL,PG,66,30.1,2.5,4.5,0.8,0.2,1.7,2.2,12.6,112,117,1.3,1.5,2.8,0.068,-2.9,-0.4,11.5,2641682
450,Dennis Smith Jr.,25,CHO,PG,54,25.7,3.1,4.8,1.4,0.5,1.5,2.3,8.8,103,114,-0.4,1.5,1.1,0.039,-2.2,-0.1,11.6,2133278
73,Deonte Burton,29,SAC,PF,2,3,0,0,0,0,0,0,0,0,124,0,0,0,-0.347,-24.2,0,-12.6,105522
436,Dereon Seabron,22,NOP,SG,5,2.4,0.2,0,0,0,0,0.2,0.8,95,121,0,0,0,-0.034,-11.3,0,4.6,511816
252,Derrick Jones Jr.,25,CHI,PF,64,14,2.4,0.5,0.5,0.6,0.4,1.3,5,122,112,1.2,1.2,2.4,0.131,-0.4,0.3,13.8,3200000
422,Derrick Rose,34,NYK,PG,27,12.5,1.5,1.7,0.3,0.2,0.8,0.7,5.6,99,117,-0.3,0.3,0,-0.001,-3.7,-0.1,10.1,14520730
509,Derrick White,28,BOS,SG,82,28.3,3.6,3.9,0.7,0.9,1.2,2.2,12.4,124,112,4.4,3.1,7.4,0.154,2.4,2.6,15.4,17142857
24,Desmond Bane,24,MEM,SG,58,31.7,5,4.4,1,0.4,2.2,2.6,21.5,119,113,3.5,2.3,5.8,0.151,3.5,2.5,19.1,2130240
49,Devin Booker,26,PHO,SG,53,34.6,4.5,5.5,1,0.3,2.7,3,27.8,119,115,4.2,1.9,6,0.157,4.2,2.9,22,33833400
486,Devin Vassell,22,SAS,SG,38,31,3.9,3.6,1.1,0.4,1.5,1.5,18.5,110,120,0.7,0.5,1.2,0.051,0.4,0.7,15.5,4437000
129,Devon Dotson,23,WAS,PG,6,8.8,1.7,1.3,0.8,0,0.5,1.5,0.5,81,112,-0.1,0.1,0,-0.025,-5.3,0,4.8,169630
171,Devonte' Graham,27,2TM,PG,73,18.3,1.7,2.7,0.6,0.2,0.7,1.1,7.4,117,117,1.5,1,2.5,0.091,-0.1,0.6,12.5,11550000
115,Dewayne Dedmon,33,2TM,C,38,11.2,3.5,0.7,0.2,0.5,0.7,2,5.2,112,110,0.3,0.7,1,0.115,-1.6,0,15.5,8283688
61,Dillon Brooks,27,MEM,SF,73,30.3,3.3,2.6,0.9,0.2,1.4,3.3,14.3,102,114,-0.8,2.4,1.6,0.034,-3.9,-1.1,9.4,11400000
428,Domantas Sabonis,26,SAC,C,79,34.6,12.3,7.3,0.8,0.5,2.9,3.5,19.1,132,114,9.6,3,12.6,0.221,5.8,5.4,23.5,21100000
26,Dominick Barlow,19,SAS,PF,28,14.6,3.6,0.9,0.4,0.7,0.5,2,3.9,121,119,0.5,0.2,0.7,0.082,-4.6,-0.3,12.4,508891
338,Donovan Mitchell,26,CLE,SG,68,35.8,4.3,4.4,1.5,0.4,2.6,2.5,28.3,118,111,5.4,3.5,8.9,0.176,6.3,5,22.9,30913750
516,Donovan Williams,21,ATL,SG,2,2,1,0,0,0,0,0,2,81,111,0,0,0,-0.225,-15.2,0,14.5,239822
124,Donte DiVincenzo,26,GSW,SG,72,26.3,4.5,3.5,1.3,0.1,1.6,1.8,9.4,117,113,1.9,2.3,4.2,0.106,0.7,1.3,12.8,4500000
146,Dorian Finney-Smith,29,2TM,PF,66,30.4,4.8,1.5,0.8,0.5,0.9,2.2,8.3,109,117,0.6,1.6,2.1,0.051,-2,0,9.2,12939848
324,Doug McDermott,31,SAS,SF,64,20.5,2.2,1.4,0.2,0.1,0.9,1.8,10.2,113,124,1,0,1,0.035,-3.2,-0.4,11.2,13750000
176,Draymond Green,32,GSW,PF,73,31.5,7.2,6.8,1,0.8,2.8,3.1,8.5,114,112,1.6,3.1,4.7,0.098,0.8,1.6,12.2,25806468
144,Drew Eubanks,25,POR,C,78,20.3,5.4,1.3,0.5,1.3,0.9,2.2,6.6,130,115,2.9,1.6,4.4,0.134,0.1,0.8,16.2,1968175
451,Dru Smith,25,2TM,SG,15,10.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,111,110,0.1,0.3,0.3,0.099,-0.9,0,11.4,374357
499,Duane Washington Jr.,22,PHO,SG,31,12.7,1.2,2,0.2,0.1,1.1,0.7,7.9,93,117,-0.8,0.3,-0.5,-0.065,-4.6,-0.3,9.3,628802
415,Duncan Robinson,28,MIA,SF,42,16.5,1.6,1.1,0.3,0,0.7,1.8,6.4,105,117,-0.1,0.6,0.5,0.035,-5,-0.5,7.8,16902000
395,Dwight Powell,31,DAL,C,76,19.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7,140,116,3.8,1.3,5.1,0.168,-1.2,0.3,15.5,11080125
528,Dylan Windler,26,CLE,SF,3,3.3,0,0.3,0.3,0,0.3,0,1.7,119,108,0,0,0,0.149,6.7,0,19,4037277
109,Dyson Daniels,19,NOP,PG,59,17.7,3.2,2.3,0.7,0.2,1,1.7,3.8,105,112,-0.1,1.4,1.3,0.061,-1.8,0,8.8,5508600
462,Edmond Sumner,27,BRK,SG,53,13.9,1.5,1.3,0.6,0.2,0.9,1.6,7.1,112,115,0.6,0.7,1.3,0.086,-2.6,-0.1,14,1968175
170,Eric Gordon,34,2TM,SG,69,28.5,1.9,2.7,0.6,0.4,1.5,1.1,12.4,115,122,1.8,0.5,2.3,0.056,-1.9,0.1,11.8,19568360
377,Eugene Omoruyi,25,2TM,SF,40,16.1,2.8,0.7,0.7,0.1,0.9,2.3,7,106,117,0.1,0.5,0.6,0.042,-4.4,-0.4,10.9,1013119
152,Evan Fournier,30,NYK,SG,27,17,1.8,1.3,0.6,0.1,0.8,1.7,6.1,98,116,-0.3,0.4,0.1,0.01,-4,-0.2,6.9,18000000
339,Evan Mobley,21,CLE,PF,79,34.4,9,2.8,0.8,1.5,1.8,2.8,16.2,117,108,3.7,4.8,8.5,0.151,1.7,2.5,17.9,8478720
79,Facundo Campazzo,31,DAL,PG,8,6.5,0.3,1.1,0.8,0,0.4,0.4,1.3,86,111,-0.1,0.1,0,-0.012,-1.2,0,7.8,464299
233,Frank Jackson,24,UTA,PG,1,5,2,1,0,0,0,0,0,48,119,0,0,0,-0.378,-22.2,0,-6.8,113114
262,Frank Kaminsky,29,2TM,C,36,6.5,1.4,0.9,0.2,0.1,0.3,0.6,2.5,131,116,0.5,0.2,0.7,0.141,2.8,0.3,15.3,2463490
365,Frank Ntilikina,24,DAL,SG,47,12.9,1.3,1.2,0.3,0.1,0.6,1.4,2.9,94,118,-0.5,0.4,-0.1,-0.01,-6.7,-0.7,5.2,2036318
491,Franz Wagner,21,ORL,SF,80,32.6,4.1,3.5,1,0.2,2.1,2.3,18.6,115,116,3.1,2.3,5.4,0.099,-0.1,1.3,15.9,5258280
485,Fred VanVleet,28,TOR,PG,69,36.7,4.1,7.2,1.8,0.6,2,2.8,19.3,117,114,3.7,2.8,6.5,0.123,2.5,2.9,17,21250000
274,Furkan Korkmaz,25,PHI,SG,37,9.5,1.1,0.6,0.3,0.1,0.6,0.5,3.8,100,115,-0.2,0.3,0.1,0.019,-4.4,-0.2,9.3,5000000
487,Gabe Vincent,26,MIA,PG,68,25.9,2.1,2.5,0.9,0.1,1.4,2.3,9.4,104,115,-0.3,1.7,1.4,0.038,-3.4,-0.6,9,1815677
534,Gabe York,29,IND,SG,3,18.7,2,1.7,0.7,0,0,1.7,8,122,120,0.1,0,0.1,0.091,-3.5,0,11.8,32171
467,Garrett Temple,36,NOP,SG,25,6.5,0.7,0.5,0.4,0.1,0.2,0.6,2,114,112,0.1,0.2,0.3,0.094,-1,0,10.5,5155500
313,Garrison Mathews,26,2TM,SG,54,12.7,1.4,0.5,0.4,0.1,0.4,1.1,4.8,119,121,0.7,0.3,1,0.067,-2.4,-0.1,9.7,2000000
194,Gary Harris,28,ORL,SG,48,24.7,2,1.2,0.9,0.3,0.6,1.9,8.3,122,116,1.3,1.1,2.3,0.095,-0.7,0.4,10.5,13000000
